Id,ActivityDay,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
6117666160,4/27/2016,"9,411.00",7.11,7.11,0,0,0,7.11,0,0,0,458,417,"2,576.00",1,542,557
6117666160,4/28/2016,"3,403.00",2.6,2.6,0,0,0,2.6,0,0,0,141,758,"1,879.00",1,393,416
6117666160,4/29/2016,"9,592.00",7.24,7.24,0,0,0,7.24,0,0,0,461,479,"2,560.00",1,600,636
6117666160,4/30/2016,"6,987.00",5.28,5.28,0,0,0,5.28,0,0,0,343,"1,040.00","2,275.00",NA,NA,NA
6117666160,5/1/2016,"8,915.00",6.73,6.73,0,0,0,6.73,0,0,0,397,525,"2,361.00",NA,NA,NA
6117666160,5/2/2016,"4,933.00",3.73,3.73,0,0,0,3.73,0,0,0,236,"1,204.00","2,044.00",NA,NA,NA
6117666160,5/4/2016,"2,997.00",2.26,2.26,0,0,0,2.26,0,0,0,156,"1,279.00","1,902.00",NA,NA,NA
6117666160,5/5/2016,"9,799.00",7.4,7.4,0,0,0,7.4,0,0,0,487,479,"2,636.00",NA,NA,NA
6117666160,5/6/2016,"3,365.00",2.68,2.68,0,0,0,2.68,0,0,0,133,673,"1,838.00",NA,NA,NA
6117666160,5/7/2016,"7,336.00",5.54,5.54,0,0,0,5.54,0,0,0,412,456,"2,469.00",NA,NA,NA
6117666160,5/8/2016,"7,328.00",5.53,5.53,0,0,0,5.53,0,0,0,318,517,"2,250.00",NA,NA,NA
6117666160,5/9/2016,"4,477.00",3.38,3.38,0,0,0,3.38,0,0,0,197,125,"1,248.00",NA,NA,NA
6290855005,4/12/2016,"4,562.00",3.45,3.45,0,0,0,3.45,0,0,0,199,"1,241.00","2,560.00",NA,NA,NA
6290855005,4/13/2016,"7,142.00",5.4,5.4,0,0,0,5.39,0.01,0,0,350,"1,090.00","2,905.00",NA,NA,NA
6290855005,4/14/2016,"7,671.00",5.8,5.8,0,0,0,5.77,0.03,0,0,363,"1,077.00","2,952.00",NA,NA,NA
6290855005,4/15/2016,"9,501.00",7.18,7.18,0,0,0,7.17,0.01,0,0,328,"1,112.00","2,896.00",NA,NA,NA
6290855005,4/16/2016,"8,301.00",6.28,6.28,0,0,0,6.27,0.01,0,0,258,"1,182.00","2,783.00",NA,NA,NA
6290855005,4/17/2016,"7,851.00",5.94,5.94,0,1.14,0.79,4,0,31,12,225,"1,172.00","3,171.00",NA,NA,NA
6290855005,4/18/2016,"6,885.00",5.21,5.21,0,0,0,5.19,0.02,0,0,271,"1,169.00","2,766.00",NA,NA,NA
6290855005,4/19/2016,"7,142.00",5.4,5.4,0,0,0,5.39,0.01,0,0,321,"1,119.00","2,839.00",NA,NA,NA
6290855005,4/20/2016,"6,361.00",4.81,4.81,0,0,0,4.8,0.01,0,0,258,"1,182.00","2,701.00",NA,NA,NA
6290855005,4/22/2016,"6,238.00",4.72,4.72,0,0,0,4.72,0,0,0,302,"1,138.00","2,796.00",NA,NA,NA
6290855005,4/24/2016,"5,896.00",4.46,4.46,0,0,0,4.46,0,0,0,258,"1,182.00","2,703.00",NA,NA,NA
6290855005,4/25/2016,"7,802.00",5.9,5.9,0,0.68,0.18,5.03,0.01,8,3,249,"1,180.00","2,771.00",NA,NA,NA
6290855005,4/27/2016,"5,565.00",4.21,4.21,0,0,0,4.18,0.03,0,0,287,"1,153.00","2,743.00",NA,NA,NA
6290855005,4/28/2016,"5,731.00",4.33,4.33,0,0,0,4.33,0,0,0,255,"1,185.00","2,687.00",NA,NA,NA
6290855005,4/30/2016,"6,744.00",5.1,5.1,0,0,0,5.09,0.01,0,0,324,"1,116.00","2,843.00",NA,NA,NA
6290855005,5/1/2016,"9,837.00",7.44,7.44,0,0.66,2.75,4,0.02,8,95,282,"1,055.00","3,327.00",NA,NA,NA
6290855005,5/2/2016,"6,781.00",5.13,5.13,0,0,0,5.11,0.02,0,0,268,"1,172.00","2,725.00",NA,NA,NA
6290855005,5/3/2016,"6,047.00",4.57,4.57,0,0,0,4.57,0,0,0,240,"1,200.00","2,671.00",NA,NA,NA
6290855005,5/4/2016,"5,832.00",4.41,4.41,0,0,0,4.4,0.01,0,0,272,"1,168.00","2,718.00",NA,NA,NA
6290855005,5/5/2016,"6,339.00",4.79,4.79,0,0,0,4.79,0,0,0,239,"1,201.00","2,682.00",NA,NA,NA
6290855005,5/6/2016,"6,116.00",4.62,4.62,0,0,0,4.59,0.03,0,0,305,"1,135.00","2,806.00",NA,NA,NA
6290855005,5/7/2016,"5,510.00",4.17,4.17,0,0,0,4.16,0,0,0,227,"1,213.00","2,613.00",NA,NA,NA
6290855005,5/8/2016,"7,706.00",5.83,5.83,0,0,0,5.82,0,0,0,251,"1,189.00","2,712.00",NA,NA,NA
6290855005,5/9/2016,"6,277.00",4.75,4.75,0,0,0,4.73,0.02,0,0,264,800,"2,175.00",NA,NA,NA
6775888955,4/13/2016,"4,053.00",2.91,2.91,0,1.11,0.58,1.22,0,17,18,85,"1,053.00","2,400.00",1,235,260
6775888955,4/14/2016,"5,162.00",3.7,3.7,0,0.87,0.86,1.97,0,14,24,105,863,"2,507.00",1,423,441
6775888955,4/15/2016,"1,282.00",0.92,0.92,0,0,0,0.92,0,0,0,58,976,"2,127.00",1,391,406
6775888955,4/16/2016,"4,732.00",3.39,3.39,0,2.52,0.81,0.06,0,36,18,9,"1,377.00","2,225.00",NA,NA,NA
6775888955,4/17/2016,"2,497.00",1.79,1.79,0,0.35,1.13,0.31,0,5,24,19,"1,392.00","2,067.00",NA,NA,NA
6775888955,4/18/2016,"8,294.00",5.95,5.95,0,2,0.77,3.17,0,30,31,146,"1,233.00","2,798.00",NA,NA,NA
6775888955,4/20/2016,"10,771.00",7.72,7.72,0,3.77,1.74,2.22,0,70,113,178,"1,079.00","3,727.00",NA,NA,NA
6775888955,4/22/2016,637,0.46,0.46,0,0,0,0.46,0,0,0,20,"1,420.00","1,922.00",NA,NA,NA
6775888955,4/24/2016,"2,153.00",1.54,1.54,0,0.77,0.62,0.15,0,11,18,11,"1,400.00","2,053.00",NA,NA,NA
6775888955,4/25/2016,"6,474.00",4.64,4.64,0,2.27,0.46,1.9,0,33,13,92,"1,302.00","2,484.00",NA,NA,NA
6775888955,4/26/2016,"7,091.00",5.27,5.27,1.96,3.48,0.87,0.73,0,42,30,47,"1,321.00","2,584.00",NA,NA,NA
6775888955,4/28/2016,703,0.5,0.5,0,0.06,0.2,0.24,0,2,13,15,"1,410.00","1,993.00",NA,NA,NA
6775888955,4/30/2016,"2,503.00",1.79,1.79,0,0.16,0.16,1.48,0,3,9,84,"1,344.00","2,280.00",NA,NA,NA
6775888955,5/1/2016,"2,487.00",1.78,1.78,0,0.48,0.62,0.68,0,9,34,50,"1,347.00","2,319.00",NA,NA,NA
6775888955,5/3/2016,9,0.01,0.01,0,0,0,0.01,0,0,0,1,"1,439.00","1,843.00",NA,NA,NA
6775888955,5/6/2016,"4,697.00",3.37,3.37,0,0.47,0.93,1.93,0,12,35,75,"1,318.00","2,496.00",NA,NA,NA
6775888955,5/7/2016,"1,967.00",1.41,1.41,0,0.13,0.24,1.05,0,2,5,49,551,"1,032.00",NA,NA,NA
6962181067,4/12/2016,"10,199.00",6.74,6.74,0,3.4,0.83,2.51,0,50,14,189,796,"1,994.00",1,366,387
6962181067,4/13/2016,"5,652.00",3.74,3.74,0,0.57,1.21,1.96,0,8,24,142,548,"1,718.00",3,630,679
6962181067,4/14/2016,"1,551.00",1.03,1.03,0,0,0,1.03,0,0,0,86,862,"1,466.00",2,508,535
6962181067,4/15/2016,"5,563.00",3.68,3.68,0,0,0,3.68,0,0,0,217,837,"1,756.00",1,370,386
6962181067,4/16/2016,"13,217.00",8.74,8.74,0,3.66,0.19,4.88,0,50,3,280,741,"2,173.00",1,357,366
6962181067,4/17/2016,"10,145.00",6.71,6.71,0,0.33,0.68,5.69,0,5,13,295,634,"2,027.00",1,427,446
6962181067,4/18/2016,"11,404.00",7.54,7.54,0,0.83,2.39,4.32,0,13,42,238,689,"2,039.00",1,442,458
6962181067,4/19/2016,"10,742.00",7.1,7.1,0,2.1,2.13,2.87,0,35,41,195,659,"2,046.00",1,476,535
6962181067,4/20/2016,"13,928.00",9.55,9.55,0,4.28,0.19,5.09,0,48,4,297,639,"2,174.00",1,418,424
6962181067,4/21/2016,"11,835.00",9.71,7.88,4.08,3.99,2.1,3.51,0.11,53,27,214,708,"2,179.00",1,451,457
6962181067,4/22/2016,"10,725.00",7.09,7.09,0,1.77,1.55,3.77,0,30,33,240,659,"2,086.00",1,425,435
6962181067,4/23/2016,"20,031.00",13.24,13.24,0,4.2,2,7.04,0,58,41,347,484,"2,571.00",1,528,546
6962181067,4/24/2016,"5,029.00",3.32,3.32,0,0,0,3.32,0,0,0,199,720,"1,705.00",1,511,514
6962181067,4/25/2016,"13,239.00",9.27,9.08,2.79,3.02,1.68,4.46,0.1,35,31,282,637,"2,194.00",1,400,415
6962181067,4/26/2016,"10,433.00",6.9,6.9,0,2.58,0.42,3.9,0,36,7,254,680,"2,012.00",1,441,446
6962181067,4/27/2016,"10,320.00",6.82,6.82,0,0.55,2.02,4.25,0,7,38,279,697,"2,034.00",1,455,467
6962181067,4/28/2016,"12,627.00",8.35,8.35,0,2.51,0.24,5.59,0,38,8,288,621,"2,182.00",1,440,453
6962181067,4/29/2016,"10,762.00",7.11,7.11,0,0.82,0.48,5.81,0,12,15,369,645,"2,254.00",1,433,447
6962181067,4/30/2016,"10,081.00",6.66,6.66,0,2.24,0.76,3.67,0,32,16,237,731,"2,002.00",1,422,424
6962181067,5/1/2016,"5,454.00",3.61,3.61,0,0,0,3.61,0,0,0,215,722,"1,740.00",NA,NA,NA
6962181067,5/2/2016,"12,912.00",8.54,8.54,0,1.2,2,5.34,0,18,39,313,655,"2,162.00",NA,NA,NA
6962181067,5/3/2016,"12,109.00",8.12,8.12,0,1.74,2.04,4.33,0,21,36,267,654,"2,072.00",NA,NA,NA
6962181067,5/4/2016,"10,147.00",6.71,6.71,0,0.47,1.68,4.55,0,15,36,284,683,"2,086.00",NA,NA,NA
6962181067,5/5/2016,"10,524.00",6.96,6.96,0,0.99,1.16,4.81,0,14,22,305,591,"2,066.00",NA,NA,NA
6962181067,5/6/2016,"5,908.00",3.91,3.91,0,0,0,3.91,0,0,0,299,717,"1,850.00",NA,NA,NA
6962181067,5/7/2016,"6,815.00",4.5,4.5,0,0,0,4.5,0,0,0,328,745,"1,947.00",NA,NA,NA
6962181067,5/8/2016,"4,188.00",2.77,2.77,0,0,0.52,2.25,0,0,14,151,709,"1,659.00",NA,NA,NA
6962181067,5/9/2016,"12,342.00",8.72,8.68,3.17,3.9,1.18,3.65,0,43,21,231,607,"2,105.00",NA,NA,NA
6962181067,5/10/2016,"15,448.00",10.21,10.21,0,3.47,1.75,4.99,0,62,34,275,626,"2,361.00",1,469,481
6962181067,5/11/2016,"6,722.00",4.44,4.44,0,1.49,0.31,2.65,0,24,7,199,709,"1,855.00",1,452,480
6962181067,5/12/2016,"3,587.00",2.37,2.37,0,0,0.25,2.11,0,0,8,105,127,928,1,516,535
7007744171,4/12/2016,"14,172.00",10.29,9.48,4.87,4.5,0.38,5.41,0,53,8,355,"1,024.00","2,937.00",NA,NA,NA
7007744171,4/13/2016,"12,862.00",9.65,8.6,4.85,4.61,0.56,4.48,0,56,22,261,"1,101.00","2,742.00",NA,NA,NA
7007744171,4/14/2016,"11,179.00",8.24,7.48,3.29,2.95,0.34,4.96,0,34,6,304,"1,096.00","2,668.00",NA,NA,NA
7007744171,4/15/2016,"5,273.00",3.53,3.53,0,0,0,3.53,0,0,0,202,"1,238.00","2,098.00",NA,NA,NA
7007744171,4/16/2016,"4,631.00",3.1,3.1,0,0,0,3.1,0,0,0,203,"1,155.00","2,076.00",1,79,82
7007744171,4/17/2016,"8,059.00",5.39,5.39,0,0,0,5.39,0,0,0,305,"1,135.00","2,383.00",NA,NA,NA
7007744171,4/18/2016,"14,816.00",10.98,9.91,4.93,3.79,2.12,5.05,0.02,48,31,284,"1,077.00","2,832.00",NA,NA,NA
7007744171,4/19/2016,"14,194.00",10.48,9.5,4.94,4.41,0.76,5.31,0,53,17,304,"1,066.00","2,812.00",NA,NA,NA
7007744171,4/20/2016,"15,566.00",11.31,10.41,4.92,4.79,0.67,5.86,0,60,33,347,"1,000.00","3,096.00",NA,NA,NA
7007744171,4/21/2016,"13,744.00",9.19,9.19,0,2.15,1.87,5.17,0,30,34,327,"1,049.00","2,763.00",NA,NA,NA
7007744171,4/22/2016,"15,299.00",10.24,10.24,0,4.1,1.76,4.37,0,64,50,261,"1,065.00","2,889.00",NA,NA,NA
7007744171,4/23/2016,"8,093.00",5.41,5.41,0,0.13,1.13,4.15,0,2,25,223,"1,190.00","2,284.00",NA,NA,NA
7007744171,4/24/2016,"11,085.00",7.42,7.42,0,0,0,7.42,0,0,0,419,"1,021.00","2,667.00",NA,NA,NA
7007744171,4/25/2016,"18,229.00",13.34,12.2,4.86,4.31,1.37,7.67,0,51,24,379,986,"3,055.00",NA,NA,NA
7007744171,4/26/2016,"15,090.00",10.1,10.1,0,0.93,0.94,8.23,0,16,22,424,978,"2,939.00",NA,NA,NA
7007744171,4/27/2016,"13,541.00",10.22,9.06,4.89,4.27,0.66,5.29,0,50,12,337,"1,041.00","2,830.00",NA,NA,NA
7007744171,4/28/2016,"15,128.00",10.12,10.12,0,1.09,0.77,8.26,0,16,16,401,"1,007.00","2,836.00",NA,NA,NA
7007744171,4/29/2016,"20,067.00",14.3,13.42,4.91,4.31,2.05,7.95,0,55,42,382,961,"3,180.00",NA,NA,NA
7007744171,4/30/2016,"3,761.00",2.52,2.52,0,0,0,2.52,0,0,0,200,"1,240.00","2,051.00",NA,NA,NA
7007744171,5/1/2016,"5,600.00",3.75,3.75,0,0,0,3.75,0,0,0,237,"1,142.00","2,225.00",NA,NA,NA
7007744171,5/2/2016,"13,041.00",9.18,8.72,2.83,4.64,0.7,3.83,0,64,14,250,"1,112.00","2,642.00",NA,NA,NA
7007744171,5/3/2016,"14,510.00",10.87,9.71,4.91,4.48,1.02,5.36,0,58,31,330,"1,021.00","2,976.00",NA,NA,NA
7007744171,5/5/2016,"15,010.00",11.1,10.04,4.88,4.33,1.29,5.48,0,53,23,317,"1,047.00","2,933.00",NA,NA,NA
7007744171,5/6/2016,"11,459.00",7.67,7.67,0,3,0.81,3.86,0,44,13,247,"1,136.00","2,553.00",NA,NA,NA
7086361926,4/12/2016,"11,317.00",8.41,8.41,0,5.27,0.15,2.97,0,59,6,153,745,"2,772.00",1,514,525
7086361926,4/13/2016,"5,813.00",3.62,3.62,0,0.56,0.21,2.84,0,31,26,155,744,"2,516.00",1,451,465
7086361926,4/14/2016,"9,123.00",6.12,6.12,0,2.03,0.33,3.66,0,35,32,189,787,"2,734.00",1,472,476
7086361926,4/15/2016,"8,585.00",5.67,5.67,0,2.04,1.11,2.53,0,30,21,139,864,"2,395.00",1,377,386
7086361926,4/16/2016,31,0.01,0.01,0,0,0,0.01,0,0,0,3,"1,437.00","1,635.00",NA,NA,NA
7086361926,4/18/2016,"9,827.00",6.71,6.71,0,3.17,1.22,2.31,0,61,51,114,"1,136.00","2,743.00",NA,NA,NA
7086361926,4/19/2016,"10,688.00",7.29,7.29,0,3.53,1.23,2.51,0,67,69,124,671,"2,944.00",1,472,483
7086361926,4/20/2016,"14,365.00",10.64,10.64,0,7.64,0.45,2.54,0,87,13,145,797,"2,997.00",1,492,502
7086361926,4/21/2016,"9,469.00",6.18,6.18,0,1.36,0.3,4.51,0,19,6,206,758,"2,463.00",1,390,411
7086361926,4/22/2016,"9,753.00",6.53,6.53,0,2.87,0.97,2.67,0,58,59,153,762,"2,846.00",1,428,448
7086361926,4/23/2016,"2,817.00",1.81,1.81,0,0,0,1.8,0,0,0,90,"1,350.00","1,965.00",NA,NA,NA
7086361926,4/24/2016,"3,520.00",2.16,2.16,0,0,0,2.15,0,0,0,125,566,"2,049.00",1,681,704
7086361926,4/25/2016,"10,091.00",6.82,6.82,0,3.75,0.7,2.37,0,69,39,129,706,"2,752.00",1,446,447
7086361926,4/26/2016,"10,387.00",7.07,7.07,0,4.16,0.77,2.12,0,70,33,132,726,"2,781.00",1,485,500
7086361926,4/27/2016,"11,107.00",8.34,8.34,0,5.63,0.18,2.53,0,55,6,145,829,"2,693.00",1,469,479
7086361926,4/28/2016,"11,584.00",7.8,7.8,0,2.79,1.64,3.36,0,54,48,161,810,"2,862.00",1,354,367
7086361926,4/29/2016,"7,881.00",4.95,4.95,0,0.49,0.45,4,0,24,36,182,"1,198.00","2,616.00",NA,NA,NA
7086361926,4/30/2016,"14,560.00",9.41,9.41,0,3.12,1.04,5.24,0,42,17,308,584,"2,995.00",1,485,489
7086361926,5/1/2016,"12,390.00",8.07,8.07,0,2.3,0.9,4.85,0,30,15,258,685,"2,730.00",NA,NA,NA
7086361926,5/2/2016,"10,052.00",6.81,6.81,0,3.48,0.66,2.66,0,66,26,139,737,"2,754.00",NA,NA,NA
7086361926,5/3/2016,"10,288.00",6.76,6.76,0,2.74,0.85,3.16,0,57,36,152,761,"2,754.00",NA,NA,NA
7086361926,5/4/2016,"10,988.00",8.31,8.31,0,5.28,0.12,2.9,0,45,12,135,843,"2,655.00",NA,NA,NA
7086361926,5/5/2016,"8,564.00",5.6,5.6,0,1.78,0.83,2.95,0,24,14,149,"1,253.00","2,386.00",NA,NA,NA
7086361926,5/6/2016,"12,461.00",8.38,8.38,0,3.82,1.43,3.12,0,84,35,154,834,"2,924.00",NA,NA,NA
7086361926,5/7/2016,"12,827.00",8.48,8.48,0,1.46,2.33,4.68,0,20,42,209,621,"2,739.00",NA,NA,NA
7086361926,5/8/2016,"10,677.00",7.1,7.1,0,2.31,1.53,3.25,0,32,27,147,695,"2,534.00",NA,NA,NA
7086361926,5/9/2016,"13,566.00",9.11,9.11,0,4.26,1.71,3.12,0,67,50,171,743,"2,960.00",NA,NA,NA
7086361926,5/10/2016,"14,433.00",10.79,10.79,0,7.11,1.2,2.45,0,72,23,106,"1,182.00","2,800.00",NA,NA,NA
7086361926,5/11/2016,"9,572.00",6.52,6.52,0,2.89,1.39,2.23,0,57,40,128,757,"2,735.00",1,451,463
7086361926,5/12/2016,"3,789.00",2.56,2.56,0,0.38,0.27,1.89,0,5,4,58,343,"1,199.00",1,444,457
8053475328,4/12/2016,"18,060.00",14.12,14.12,0,11.64,0.39,2.1,0,116,8,123,"1,193.00","3,186.00",NA,NA,NA
8053475328,4/13/2016,"16,433.00",13.35,13.35,0,10.43,0.47,2.45,0,95,12,156,"1,177.00","3,140.00",NA,NA,NA
8053475328,4/14/2016,"20,159.00",15.97,15.97,0,12.34,0.21,3.36,0,119,5,193,"1,123.00","3,411.00",NA,NA,NA
8053475328,4/15/2016,"20,669.00",16.24,16.24,0,13.26,0.39,2.59,0,132,8,158,"1,142.00","3,410.00",NA,NA,NA
8053475328,4/16/2016,"14,549.00",11.11,11.11,0,9.36,0.27,1.49,0,96,6,83,"1,255.00","2,867.00",NA,NA,NA
8053475328,4/17/2016,"18,827.00",13.69,13.69,0,9.24,0.8,3.64,0,111,21,195,"1,113.00","3,213.00",NA,NA,NA
8053475328,4/18/2016,"17,076.00",12.66,12.66,0,9.08,0.23,3.35,0,102,6,195,"1,137.00","3,133.00",NA,NA,NA
8053475328,4/19/2016,"15,929.00",12.48,12.48,0,9.22,0.31,2.95,0,90,7,191,"1,152.00","3,114.00",NA,NA,NA
8053475328,4/20/2016,"15,108.00",12.19,12.19,0,9.58,0.23,2.38,0,89,5,158,695,"3,043.00",1,486,493
8053475328,4/21/2016,"16,057.00",12.51,12.51,0,9.67,0.25,2.58,0,100,6,170,"1,164.00","3,103.00",NA,NA,NA
8053475328,4/22/2016,"10,520.00",8.29,8.29,0,6.26,0.15,1.88,0,60,3,117,"1,260.00","2,655.00",NA,NA,NA
8053475328,4/23/2016,"22,359.00",17.19,17.19,0,12.54,0.63,4.02,0,125,14,223,741,"3,554.00",1,331,337
8053475328,4/24/2016,"22,988.00",17.95,17.95,0,13.13,1.55,3.26,0,129,33,182,"1,096.00","3,577.00",NA,NA,NA
8053475328,4/25/2016,"20,500.00",15.69,15.69,0,11.37,0.46,3.86,0,118,9,209,"1,104.00","3,403.00",NA,NA,NA
8053475328,4/26/2016,"12,685.00",9.62,9.62,0,6.31,0.2,3.1,0,68,5,185,"1,182.00","2,846.00",NA,NA,NA
8053475328,4/27/2016,"12,422.00",9.82,9.82,0,6.46,0.43,2.93,0,60,10,183,"1,187.00","2,852.00",NA,NA,NA
8053475328,4/28/2016,"15,447.00",12.4,12.4,0,9.67,0.39,2.35,0,90,9,153,"1,188.00","3,062.00",NA,NA,NA
8053475328,4/29/2016,"12,315.00",9.65,9.65,0,6.17,0.31,3.17,0,58,8,159,"1,215.00","2,794.00",NA,NA,NA
8053475328,4/30/2016,"7,135.00",5.59,5.59,0,2.99,0.06,2.54,0,27,1,131,"1,281.00","2,408.00",NA,NA,NA
8053475328,5/1/2016,"1,170.00",0.85,0.85,0,0,0,0.85,0,0,0,51,"1,389.00","1,886.00",NA,NA,NA
8053475328,5/2/2016,"1,969.00",1.43,1.43,0,0,0,1.43,0,0,0,95,"1,345.00","1,988.00",NA,NA,NA
8053475328,5/3/2016,"15,484.00",11.9,11.9,0,8.39,0.93,2.59,0,87,22,165,"1,166.00","3,023.00",NA,NA,NA
8053475328,5/4/2016,"14,581.00",11.15,11.15,0,8.82,0.4,1.91,0,89,8,123,"1,220.00","2,918.00",NA,NA,NA
8053475328,5/5/2016,"14,990.00",11.51,11.51,0,8.85,0.45,2.21,0,93,9,130,"1,208.00","2,950.00",NA,NA,NA
8053475328,5/6/2016,"13,953.00",11,11,0,9.1,0.69,1.21,0,90,15,90,"1,245.00","2,859.00",NA,NA,NA
8053475328,5/7/2016,"19,769.00",15.67,15.67,0,12.44,0.88,2.35,0,121,20,148,"1,076.00","3,331.00",NA,NA,NA
8053475328,5/8/2016,"22,026.00",17.65,17.65,0,13.4,0.59,3.66,0,125,14,228,"1,073.00","3,589.00",NA,NA,NA
8053475328,5/9/2016,"12,465.00",9.38,9.38,0,6.12,0.57,2.69,0,66,12,148,"1,214.00","2,765.00",NA,NA,NA
8053475328,5/10/2016,"14,810.00",11.36,11.36,0,9.09,0.42,1.85,0,96,10,115,"1,219.00","2,926.00",NA,NA,NA
8053475328,5/11/2016,"12,209.00",9.4,9.4,0,6.08,0.28,3.04,0,60,7,184,"1,189.00","2,809.00",NA,NA,NA
8053475328,5/12/2016,"4,998.00",3.91,3.91,0,2.95,0.2,0.76,0,28,4,39,839,"1,505.00",NA,NA,NA
8253242879,4/12/2016,"9,033.00",7.16,7.16,0,5.43,0.14,1.59,0,40,2,154,"1,244.00","2,044.00",NA,NA,NA
8253242879,4/13/2016,"8,053.00",6.1,6.1,0,4.17,0.63,1.31,0,35,11,96,"1,298.00","1,935.00",NA,NA,NA
8253242879,4/14/2016,"5,234.00",3.46,3.46,0,1.93,0.99,0.54,0,29,16,33,"1,362.00","1,705.00",NA,NA,NA
8253242879,4/15/2016,"2,672.00",1.77,1.77,0,0,0,1.76,0,0,0,105,"1,335.00","1,632.00",NA,NA,NA
8253242879,4/16/2016,"9,256.00",6.14,6.14,0,0.43,3.27,2.45,0,6,51,115,"1,268.00","1,880.00",NA,NA,NA
8253242879,4/17/2016,"10,204.00",7.91,7.91,0,5.43,0.15,2.33,0,41,5,157,"1,237.00","2,112.00",NA,NA,NA
8253242879,4/18/2016,"5,151.00",3.48,3.48,0,1.04,0.63,1.8,0,16,16,130,"1,278.00","1,829.00",NA,NA,NA
8253242879,4/19/2016,"4,212.00",2.78,2.78,0,0,0,2.78,0,0,0,164,"1,276.00","1,763.00",NA,NA,NA
8253242879,4/20/2016,"6,466.00",4.27,4.27,0,0.33,0.82,3.11,0.01,5,18,216,"1,201.00","1,931.00",NA,NA,NA
8253242879,4/21/2016,"11,268.00",8.56,8.56,0,5.88,0.93,1.75,0,49,20,172,"1,199.00","2,218.00",NA,NA,NA
8253242879,4/22/2016,"2,824.00",1.87,1.87,0,0,0,1.87,0,0,0,120,"1,320.00","1,651.00",NA,NA,NA
8253242879,4/23/2016,"9,282.00",6.26,6.26,0,2.09,1.04,3.13,0,30,26,191,"1,193.00","2,132.00",NA,NA,NA
8253242879,4/24/2016,"8,905.00",7.13,7.13,0,5.6,0.19,1.34,0,41,4,82,"1,313.00","1,976.00",NA,NA,NA
8253242879,4/25/2016,"6,829.00",4.51,4.51,0,0.36,2.39,1.77,0,7,54,118,"1,261.00","1,909.00",NA,NA,NA
8253242879,4/26/2016,"4,562.00",3.04,3.04,0,1.18,0.49,1.37,0,19,14,108,"1,299.00","1,813.00",NA,NA,NA
8253242879,4/27/2016,"10,232.00",8.18,8.18,0,6.24,0.23,1.7,0,45,5,104,"1,286.00","2,008.00",NA,NA,NA
8253242879,4/28/2016,"2,718.00",1.8,1.8,0,0.67,0.78,0.34,0,11,16,20,"1,393.00","1,580.00",NA,NA,NA
8253242879,4/29/2016,"6,260.00",4.26,4.26,0,1.29,0.54,2.4,0,16,14,136,"1,257.00","1,854.00",NA,NA,NA
8378563200,4/12/2016,"7,626.00",6.05,6.05,2.25,0.83,0.71,4.5,0,65,15,156,723,"3,635.00",1,338,356
8378563200,4/13/2016,"12,386.00",9.82,9.82,2.09,4.96,0.65,4.21,0,116,14,169,680,"4,079.00",2,447,487
8378563200,4/14/2016,"13,318.00",10.56,10.56,2.25,5.62,1.03,3.91,0,123,21,174,699,"4,163.00",1,424,455
8378563200,4/15/2016,"14,461.00",11.47,11.47,0,4.91,1.15,5.41,0,60,23,190,729,"3,666.00",1,513,533
8378563200,4/16/2016,"11,207.00",8.89,8.89,0,5.37,1.07,2.44,0,64,21,142,563,"3,363.00",2,611,689
8378563200,4/17/2016,"2,132.00",1.69,1.69,0,0,0,1.69,0,0,0,93,599,"2,572.00",2,525,591
8378563200,4/18/2016,"13,630.00",10.81,10.81,2.09,5.05,0.56,5.2,0,117,10,174,720,"4,157.00",1,398,451
8378563200,4/19/2016,"13,070.00",10.36,10.36,2.25,5.3,0.88,4.18,0,120,19,154,737,"4,092.00",1,387,421
8378563200,4/20/2016,"9,388.00",7.44,7.44,2.09,2.23,0.44,4.78,0,82,8,169,763,"3,787.00",1,381,409
8378563200,4/21/2016,"15,148.00",12.01,12.01,2.25,6.9,0.82,4.29,0,137,16,145,677,"4,236.00",1,396,417
8378563200,4/22/2016,"12,200.00",9.67,9.67,2.09,4.91,0.59,4.18,0,113,12,159,769,"4,044.00",1,441,469
8378563200,4/23/2016,"5,709.00",4.53,4.53,0,1.52,0.52,2.48,0,19,10,136,740,"2,908.00",1,565,591
8378563200,4/24/2016,"3,703.00",2.94,2.94,0,0,0,2.94,0,0,0,135,734,"2,741.00",1,458,492
8378563200,4/25/2016,"12,405.00",9.84,9.84,2.09,5.05,0.87,3.92,0,117,16,141,692,"4,005.00",1,388,402
8378563200,4/26/2016,"16,208.00",12.85,12.85,0,7.51,0.92,4.42,0,90,18,161,593,"3,763.00",1,550,584
8378563200,4/27/2016,"7,359.00",5.84,5.84,0,0.33,0.18,5.33,0,4,4,192,676,"3,061.00",1,531,600
8378563200,4/28/2016,"5,417.00",4.3,4.3,0,0.9,0.49,2.91,0,11,10,139,711,"2,884.00",1,506,556
8378563200,4/29/2016,"6,175.00",4.9,4.9,0,0.25,0.36,4.27,0,3,7,172,767,"2,982.00",1,527,562
